sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
1028,Makueni,Eastern,806.1,724.0,28.3,19.4,6.81,53.1,0.442,0.4,4.0,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1029,Narok,Rift Valley,2373.7,800.7,25.9,11.9,6.49,59.1,0.581,1.29,4.9,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1030,Siaya,Nyanza,1400.3,1093.9,28.5,19.5,6.19,73.3,0.75,0.889,7.2,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1031,Kirinyaga,Central,1427.9,1435.7,22.7,14.4,4.77,65.3,1.649,2.204,4.6,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1032,Kitui,Eastern,869.1,858.0,34.9,18.6,7.94,54.9,0.421,0.313,3.3,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1033,Kisii,Nyanza,1477.9,1743.2,23.9,14.5,5.22,70.4,1.347,3.125,19.3,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1034,Bungoma,Western,1885.1,1784.5,24.6,16.2,5.45,70.1,1.541,1.827,11.3,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1035,Kakamega,Western,1767.2,1680.2,28.0,15.2,5.88,80.5,1.863,1.527,9.7,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1036,Nakuru,Rift Valley,2342.1,825.8,27.1,15.5,7.99,60.3,1.142,1.734,3.7,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1037,Trans Nzoia,Rift Valley,2214.8,1084.5,20.2,12.9,6.48,71.4,1.0,2.073,4.9,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1038,Nyeri,Central,2296.1,1337.7,24.7,11.8,4.8,68.7,1.77,3.24,10.1,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
1039,Mombasa,Coast,21.4,862.8,31.2,23.1,7.7,75.6,0.524,1.037,1.0,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1040,Kajiado,Rift Valley,2429.4,349.7,24.9,19.5,7.76,47.3,0.489,0.384,9.4,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Not Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
1041,Uasin Gishu,Rift Valley,2390.6,1114.2,19.8,10.7,5.72,67.1,1.208,1.443,2.3,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1042,West Pokot,Rift Valley,1682.3,998.2,29.4,10.4,5.82,51.1,1.038,0.865,25.9,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1043,Nyamira,Nyanza,1862.3,1270.8,24.1,15.7,5.2,73.5,1.4,2.081,16.1,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1044,Migori,Nyanza,1239.1,1051.2,29.5,15.6,5.77,63.5,1.286,1.033,10.3,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1045,Kericho,Rift Valley,1944.7,2046.7,21.9,14.4,5.13,74.4,2.528,3.236,8.3,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1046,Nyeri,Central,2109.2,1455.3,24.4,13.2,5.16,76.5,2.467,3.617,17.6,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
1047,Kitui,Eastern,1014.5,931.2,33.8,22.5,6.61,47.4,0.523,0.881,2.9,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1048,Kwale,Coast,50.3,1399.9,28.4,20.4,7.75,72.2,0.69,0.928,4.7,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1049,Tharaka Nithi,Eastern,1369.6,1270.0,32.2,16.2,5.99,67.9,1.199,1.356,20.9,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1050,Murang'a,Central,1491.2,1221.2,26.4,14.8,4.87,75.9,1.258,2.982,17.8,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1051,Kilifi,Coast,61.7,1197.4,31.7,22.4,6.37,76.3,0.605,1.108,0.7,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1052,Tharaka Nithi,Eastern,1620.1,1234.6,30.8,16.3,6.78,60.3,0.617,0.64,12.7,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1053,Embu,Eastern,1763.2,1180.7,23.4,14.0,6.24,73.5,1.64,1.738,5.0,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1054,Murang'a,Central,1679.1,1240.9,25.8,16.8,5.0,72.6,1.401,2.711,5.4,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1055,Kiambu,Central,1705.3,1398.3,24.8,13.4,5.47,62.0,1.24,2.34,14.7,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1056,Trans Nzoia,Rift Valley,2340.4,1107.6,19.1,8.8,6.92,70.6,1.535,2.987,2.5,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1057,Turkana,Rift Valley,872.7,226.2,37.6,23.0,9.31,41.1,0.122,0.132,3.4,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1058,Mandera,North Eastern,477.2,80.0,38.1,23.6,9.25,26.0,0.157,0.255,0.8,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable
1059,Kisii,Nyanza,1824.5,1581.6,23.6,16.3,5.4,71.9,1.748,2.369,14.1,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1060,Trans Nzoia,Rift Valley,2241.9,1205.7,22.8,10.9,6.03,69.6,1.278,1.619,5.0,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1061,Nyeri,Central,1651.4,1578.9,25.0,10.2,4.62,72.5,2.534,2.832,12.6,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1062,Kericho,Rift Valley,1842.4,1590.9,24.0,13.5,4.49,74.8,2.708,2.979,3.4,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1063,Nyamira,Nyanza,1483.1,1797.7,23.2,13.5,5.38,71.4,1.962,2.633,12.8,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1064,Elgeyo Marakwet,Rift Valley,1727.2,1137.7,20.1,12.3,6.19,65.1,1.33,2.639,9.7,Well drained,Eutric Vertisols,Maize/Wheat,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1065,Homa Bay,Nyanza,1427.3,1309.7,32.1,17.7,6.55,73.1,0.7,1.518,7.8,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1066,Taita Taveta,Coast,1939.7,539.7,22.9,16.2,5.91,56.6,1.138,1.432,3.1,Well drained,Chromic Cambisols,Horticulture/Sisal,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1067,Isiolo,Eastern,895.4,429.5,32.7,22.5,7.26,51.4,0.559,0.768,4.6,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1068,Mombasa,Coast,22.1,845.9,31.6,23.4,8.13,82.0,0.529,1.107,3.0,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1069,Migori,Nyanza,1500.3,1121.3,28.1,17.0,5.38,64.7,1.135,1.154,4.7,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1070,Kiambu,Central,1785.3,1249.2,22.4,13.4,5.19,71.7,1.758,1.594,14.5,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1071,Laikipia,Central,2249.7,542.2,25.5,16.0,8.03,48.6,0.701,0.81,3.9,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1072,Kakamega,Western,1504.1,1925.0,28.9,15.0,5.63,75.0,1.696,2.196,9.8,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1073,Kericho,Rift Valley,1797.6,1908.1,22.4,11.1,4.94,73.8,2.74,4.408,11.1,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
1074,Bomet,Rift Valley,1711.3,1382.9,24.0,13.7,4.78,69.7,1.776,3.363,12.9,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1075,Nyandarua,Central,2945.1,1078.9,21.5,7.1,6.12,73.4,1.679,2.714,9.3,Well drained,Humic Andosols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1076,Kakamega,Western,1605.0,1974.1,26.2,14.2,5.77,75.0,1.481,1.747,4.6,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1077,Kericho,Rift Valley,1758.0,1605.6,20.8,15.3,5.0,76.7,1.898,3.483,6.7,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1078,Bungoma,Western,1367.9,1508.4,28.2,14.9,6.48,74.8,1.059,2.591,6.1,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1079,Tana River,Coast,162.9,387.1,34.3,23.2,8.02,58.1,0.468,0.652,0.6,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1080,Trans Nzoia,Rift Valley,2290.9,1312.3,23.4,10.9,6.53,64.4,1.349,2.199,2.3,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1081,Turkana,Rift Valley,1405.0,343.8,37.8,23.1,8.29,36.7,0.199,0.355,7.0,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1082,Tharaka Nithi,Eastern,1696.0,749.5,24.5,15.9,6.48,63.0,0.653,0.797,9.7,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1083,West Pokot,Rift Valley,2452.2,664.9,28.3,16.3,6.08,52.7,0.702,1.637,21.1,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1084,Kisumu,Nyanza,1347.6,1138.1,27.3,19.6,6.38,64.9,0.615,1.55,2.5,Poorly drained,Eutric Vertisols,Maize/Rice,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1085,Uasin Gishu,Rift Valley,2359.0,967.4,22.6,12.6,6.21,65.6,1.101,1.769,3.2,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1086,Samburu,Rift Valley,1586.3,687.6,28.8,23.1,7.65,51.5,0.313,0.772,3.0,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1087,Isiolo,Eastern,582.8,377.5,34.8,22.1,8.4,35.9,0.435,0.542,5.4,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Not Suitable
1088,Siaya,Nyanza,1235.6,1458.6,25.6,15.9,6.06,66.9,0.844,1.716,1.7,Poorly drained,Eutric Vertisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1089,Laikipia,Central,1869.0,607.3,25.9,10.7,8.43,48.1,0.552,0.966,3.7,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1090,Nyeri,Central,2472.9,1371.3,22.7,11.8,5.47,69.8,2.293,3.876,19.2,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1091,Mombasa,Coast,45.2,967.4,33.8,23.2,7.8,83.2,0.509,1.411,5.0,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1092,Narok,Rift Valley,2108.6,916.9,20.2,13.7,7.04,52.7,0.543,0.879,9.1,Well drained,Mollic Vertisols,Wheat/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable
1093,Marsabit,Eastern,443.5,423.8,27.3,20.0,7.03,34.0,0.556,0.631,2.0,Excessively drained,Chromic Cambisols,Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Highly Suitable
1094,Machakos,Eastern,1429.8,764.2,30.7,18.2,6.98,50.2,0.931,1.077,6.8,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1095,Makueni,Eastern,976.0,554.6,31.6,21.1,6.79,42.0,0.749,0.68,10.8,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1096,Nyeri,Central,1761.7,1447.4,24.6,10.7,5.36,72.9,1.847,3.941,11.7,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1097,Kisumu,Nyanza,1392.6,1052.1,31.0,17.5,6.17,68.2,0.66,1.732,3.6,Poorly drained,Eutric Vertisols,Maize/Rice,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1098,Kisii,Nyanza,1551.7,1842.3,26.8,15.8,5.77,73.9,1.218,2.642,15.9,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1099,Isiolo,Eastern,638.9,410.7,31.3,17.4,8.17,41.9,0.546,0.219,6.8,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1100,Nandi,Rift Valley,1825.0,1701.5,22.6,11.6,5.29,79.8,2.026,2.343,6.3,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1101,Embu,Eastern,1577.3,1148.3,22.8,13.7,6.13,66.1,1.79,2.079,6.5,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1102,Baringo,Rift Valley,1618.6,568.2,29.0,17.9,7.88,65.8,0.646,1.739,17.6,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1103,Kericho,Rift Valley,1976.9,1991.1,23.5,14.1,5.0,76.5,2.428,3.669,11.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1104,Nyeri,Central,2133.1,1815.7,20.0,12.5,5.16,75.3,1.732,3.632,18.6,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
1105,Kirinyaga,Central,2096.5,1569.2,23.8,14.0,4.77,70.0,1.551,1.959,9.8,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
1106,Murang'a,Central,1727.0,1714.9,27.4,13.2,4.96,66.4,1.926,3.19,7.0,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
1107,Migori,Nyanza,1624.6,1028.8,27.1,14.9,6.23,68.2,0.946,1.433,10.5,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1108,Kericho,Rift Valley,1702.8,1914.2,24.7,14.6,5.07,72.7,2.158,2.732,10.6,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1109,Taita Taveta,Coast,1148.4,910.7,30.7,21.6,6.0,66.9,0.917,1.049,20.1,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1110,Garissa,North Eastern,156.0,223.8,35.7,23.8,8.18,30.4,0.144,0.113,1.4,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1111,Bomet,Rift Valley,1936.9,1599.2,22.5,14.7,5.14,74.0,2.014,3.036,7.7,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1112,Kakamega,Western,1602.5,1907.3,24.3,15.0,5.34,77.7,1.332,1.71,4.2,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1113,Makueni,Eastern,1758.8,394.6,29.1,17.3,7.4,51.4,0.518,0.732,13.7,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1114,Samburu,Rift Valley,1959.5,302.0,29.5,19.9,8.25,33.4,0.517,0.671,6.3,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
1115,Machakos,Eastern,1677.4,839.3,25.7,14.5,7.92,50.2,0.912,1.363,16.1,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1116,Migori,Nyanza,1649.1,1198.8,26.3,17.5,6.45,65.5,1.008,1.955,8.1,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1117,Uasin Gishu,Rift Valley,2423.6,1034.6,20.4,8.4,6.6,67.9,0.971,1.748,6.9,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1118,Meru,Eastern,1247.5,1332.1,23.8,17.5,6.02,66.9,1.042,2.285,6.8,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1119,Turkana,Rift Valley,1037.0,283.4,39.4,26.2,8.21,41.1,0.155,0.264,1.7,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1120,Kakamega,Western,1613.6,1576.4,24.4,15.7,5.29,77.9,1.704,1.566,3.0,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1121,Nyeri,Central,2380.3,1620.2,21.2,12.9,4.97,76.7,2.501,3.043,9.2,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
1122,Trans Nzoia,Rift Valley,2267.6,1368.3,19.7,8.3,5.97,66.1,1.013,2.487,8.0,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1123,Uasin Gishu,Rift Valley,2333.5,1302.2,23.7,8.9,7.04,66.8,0.977,1.287,2.9,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1124,Nairobi,Nairobi,1674.6,978.0,26.1,13.0,5.6,55.2,0.613,0.81,1.8,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1125,Migori,Nyanza,1601.1,1169.0,26.8,18.7,5.49,67.1,1.125,1.906,11.0,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1126,Nyamira,Nyanza,1597.5,1294.7,23.9,14.7,5.11,75.5,1.486,2.489,7.4,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1127,Kitui,Eastern,1437.7,706.8,28.1,18.5,7.12,48.6,0.226,0.411,16.6,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1128,Trans Nzoia,Rift Valley,2316.5,939.5,23.6,12.2,5.93,60.9,1.019,1.69,1.9,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1129,Siaya,Nyanza,1170.8,1318.1,27.1,19.3,6.61,69.3,0.855,1.052,6.4,Poorly drained,Eutric Vertisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1130,Nyeri,Central,2007.1,1677.2,22.0,12.9,4.58,68.6,1.847,2.519,18.1,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
1131,Kirinyaga,Central,2036.7,1162.4,24.0,11.9,4.83,74.6,1.45,2.248,4.0,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
1132,Mombasa,Coast,87.4,1110.6,32.3,25.4,8.13,70.1,0.501,1.407,3.7,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
1133,Homa Bay,Nyanza,1404.8,1063.7,28.3,20.2,5.97,73.2,0.708,1.463,7.0,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1134,Elgeyo Marakwet,Rift Valley,1930.2,946.5,25.0,10.3,6.04,65.3,1.048,1.658,14.2,Well drained,Eutric Vertisols,Maize/Wheat,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1135,Trans Nzoia,Rift Valley,1876.0,1046.9,17.9,8.9,6.99,65.3,1.272,2.81,8.0,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1136,Murang'a,Central,1874.0,1308.1,22.7,14.6,4.94,72.6,1.546,3.459,13.0,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1137,Embu,Eastern,1248.7,1390.5,21.0,14.0,5.42,70.3,1.613,1.826,15.4,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
